Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating,Customer Age,Discount,Membership duration,Loyalty points,Feedback,Product
698-58-7086,A,Mandalay,Normal,male,Food and beverages,82.99,1,39.98,891.34,2021-01-02,13:20,Credit card,397.42,4.76,25.3,7.7,55.0,0.0,,89,EXCELLENT,Biscuits
210-96-4830,A,Naypyitaw,Member,male,Electronic accessories,65.25,9,44.16,184.62,2021-01-06,19:03,Credit card,529.32,4.76,28.9,8.5,,0.0,,9,Excellent,Keyboard
582-13-6374,B,Naypyitaw,Normal,Female,Food and beverages,49.07,7,19.82,787.12,2021-01-06,10:07,Cash,160.42,4.76,27.81,4.1,,0.0,,32,Poor,Coffee
724-38-2035,A,Mandalay,Member,Male,Home and lifestyle,48.34,5,46.2,757.37,2021-01-03,18:08,Credit card,586.22,4.76,49.65,8.8,,0.0,,20,Excellent,Table Cover
750-69-5951,B,Yangon,Normal,Female,Health and beauty,13.64,8,13.27,790.94,2021-08-02,20:38,CASH,55.55,4.76,4.35,9.1,64.0,0.0,,39,very good,Soap
764-62-2911,C,Naypyitaw,Normal,male,Health and beauty,40.76,10,,554.03,2021-09-02,19:11,Credit card,369.37,4.76,41.88,7.8,33.0,0.0,,72,very good,Shampoo
243-15-1609,A,Naypyitaw,Member,male,Sports and travel,51.72,6,22.63,556.5,2021-01-02,9:54,Credit card,697.12,4.76,23.28,4.8,47.0,1.08,52.0,46,very good,Water Bottle
411-73-2902,C,Yangon,Member,Male,Sports and travel,30.18,6,31.93,709.01,2021-05-02,19:49,Credit card,175.05,4.76,16.01,6.7,,0.0,55.0,52,Excellent,Sneakers
199-40-9807,A,Yangon,Normal,male,Electronic accessories,71.76,4,,208.42,2021-01-05,16:23,Cash,575.13,4.76,20.95,9.1,35.0,0.0,12.0,22,good,Charger
238-59-8432,A,Yangon,Normal,male,Sports and travel,23.96,7,6.28,696.38,2021-01-01,12:44,cash,137.66,4.76,49.18,8.2,29.0,12.05,,73,EXCELLENT,Travel Pillow
479-95-9850,A,Yangon,Normal,male,Home and lifestyle,54.58,1,7.53,865.99,2021-01-05,15:56,cash,326.77,4.76,8.09,,32.0,0.0,,14,Excellent,Curtain
529-85-3531,C,Yangon,Member,Male,Electronic accessories,66.66,6,28.27,934.12,2021-06-02,20:02,cash,825.51,4.76,12.05,8.1,,0.0,6.0,60,Good,Mouse
524-93-2622,B,Yangon,Member,Male,Health and beauty,57.22,1,25.06,563.78,2021-09-02,14:07,Ewallet,884.62,4.76,15.78,6.4,,4.86,36.0,85,Good,Lotion
953-72-7686,A,Yangon,Member,male,Fashion accessories,36.16,7,12.05,452.81,2021-08-02,10:30,Credit card,407.67,4.76,42.98,9.0,42.0,12.24,,73,EXCELLENT,Handbag
386-14-7070,C,Mandalay,Member,male,Food and beverages,49.36,3,22.27,96.47,2021-01-05,10:27,CASH,68.68,4.76,46.6,6.4,41.0,0.0,,50,Good,Snacks
322-66-8285,B,Yangon,Member,FEMALE,Food and beverages,91.65,2,39.71,430.83,2021-05-02,19:46,Ewallet,574.1,4.76,7.46,9.6,,0.0,,39,very good,Biscuits
341-56-2627,B,Mandalay,Normal,Male,Home and lifestyle,52.99,5,2.19,545.66,2021-01-03,9:14,Ewallet,320.54,4.76,18.67,9.3,35.0,0.0,,38,EXCELLENT,Curtain
802-57-9920,A,Naypyitaw,Member,Female,Fashion accessories,23.37,4,5.71,502.72,2021-02-02,18:34,CASH,641.65,4.76,5.55,9.7,,0.0,32.0,14,EXCELLENT,Watch
760-55-1992,C,Yangon,Normal,Female,Fashion accessories,21.5,10,,735.47,2021-02-02,17:51,cash,565.04,4.76,20.47,5.1,,0.41,9.0,54,Poor,Handbag
507-45-4109,C,Mandalay,Normal,male,Home and lifestyle,91.26,8,1.26,121.13,2021-01-06,15:13,Credit card,243.98,4.76,8.06,9.0,,19.17,,1,Poor,Lamp
225-68-2501,B,Mandalay,Normal,male,Sports and travel,85.74,4,28.85,684.71,2021-01-03,15:20,Cash,254.81,4.76,9.87,,57.0,0.0,,30,very good,Travel Pillow
778-37-1349,C,Mandalay,Member,FEMALE,Home and lifestyle,57.08,6,17.69,746.79,2021-01-02,12:26,Credit card,644.91,4.76,45.66,8.9,44.0,0.0,5.0,24,good,Chair
151-52-4990,B,Naypyitaw,Member,FEMALE,Food and beverages,36.59,6,47.93,113.47,2021-01-05,20:41,CASH,777.37,4.76,14.22,6.9,24.0,0.0,46.0,97,EXCELLENT,Tea
228-82-4362,B,Mandalay,Normal,Male,Fashion accessories,14.3,6,26.88,183.29,2021-09-02,11:06,cash,624.09,4.76,5.03,6.5,48.0,0.0,,23,Excellent,Handbag
170-80-4394,B,Naypyitaw,Normal,Female,Electronic accessories,16.89,4,11.17,202.24,2021-01-09,17:37,Ewallet,188.57,4.76,47.76,9.3,,0.0,,69,EXCELLENT,Keyboard
700-37-4817,A,Yangon,Normal,FEMALE,Food and beverages,14.06,7,25.54,977.63,2021-01-02,13:20,cash,602.63,4.76,45.78,8.8,43.0,0.0,21.0,71,EXCELLENT,Tea
436-28-1046,C,Naypyitaw,Normal,Female,Fashion accessories,19.69,2,45.09,421.68,2021-02-02,14:38,Ewallet,302.93,4.76,33.55,6.7,28.0,0.0,,64,very good,Scarf
383-28-3129,A,Yangon,Normal,FEMALE,Sports and travel,48.24,8,40.28,448.06,2021-01-05,9:24,Ewallet,732.83,4.76,1.83,4.0,46.0,0.0,,0,Good,Travel Pillow
653-42-3858,B,Yangon,Normal,male,Home and lifestyle,18.5,2,31.65,286.14,2021-01-02,16:00,Ewallet,195.49,4.76,14.31,9.0,43.0,0.0,,60,very good,Cushion
212-94-1422,C,Mandalay,Normal,FEMALE,Fashion accessories,69.48,5,28.89,264.99,2021-01-02,9:01,cash,426.95,4.76,37.35,5.0,64.0,0.0,,0,Excellent,Watch
234-11-6869,C,Mandalay,Member,FEMALE,Health and beauty,61.16,3,26.35,183.42,2021-06-02,18:41,Ewallet,99.92,4.76,22.86,4.9,,0.0,,2,Poor,Toothpaste
908-40-6304,B,Naypyitaw,Normal,Male,Fashion accessories,32.8,10,25.44,739.68,2021-02-02,19:36,cash,640.19,4.76,42.29,8.2,,0.0,3.0,41,Good,Belt
116-32-5347,C,Mandalay,Normal,male,Sports and travel,32.94,9,27.49,688.7,2021-01-03,13:51,Cash,603.62,4.76,44.28,9.7,53.0,0.0,,10,very good,Travel Pillow
153-26-7897,B,Yangon,Member,male,Health and beauty,17.36,8,,185.29,2021-01-02,11:19,Cash,54.9,4.76,19.42,9.3,26.0,20.92,28.0,89,very good,Face Wash
638-24-2041,B,Mandalay,Normal,Male,Electronic accessories,55.31,5,15.2,361.1,2021-01-03,17:37,Credit card,645.32,4.76,2.11,5.4,,0.0,,5,EXCELLENT,Charger
587-67-6931,B,Naypyitaw,Normal,Female,Fashion accessories,20.25,9,20.13,544.59,2021-01-08,13:11,Ewallet,342.47,4.76,34.05,8.1,27.0,20.71,,22,Poor,Watch
625-85-2786,B,Naypyitaw,Normal,male,Food and beverages,69.54,8,43.75,783.08,2021-01-03,9:18,Credit card,208.97,4.76,21.61,8.2,30.0,22.88,,67,EXCELLENT,Snacks
562-74-4629,C,Mandalay,Normal,male,Health and beauty,26.16,8,15.12,270.57,2021-01-02,15:24,Ewallet,695.94,4.76,31.65,6.2,,0.0,39.0,62,Poor,Lotion
729-15-9543,A,Mandalay,Normal,Male,Home and lifestyle,26.4,8,12.83,831.13,2021-01-04,19:55,cash,235.19,4.76,16.47,9.9,,28.83,23.0,39,Poor,Chair
408-68-1510,C,Yangon,Normal,Female,Health and beauty,45.37,4,30.95,629.53,2021-01-01,13:50,Ewallet,525.24,4.76,12.01,10.0,39.0,0.0,42.0,43,Poor,Soap
162-71-7580,A,Mandalay,Member,male,Sports and travel,17.5,3,31.31,886.22,2021-04-02,20:55,Credit card,813.23,4.76,7.4,4.4,,0.0,20.0,87,Good,Sneakers
536-97-2768,C,Naypyitaw,Member,Male,Food and beverages,88.91,2,44.7,734.01,2021-03-02,17:39,CASH,70.12,4.76,21.04,7.2,59.0,0.0,26.0,10,Excellent,Tea
602-66-2204,B,Naypyitaw,Member,male,Electronic accessories,36.79,1,46.91,952.01,2021-05-02,15:27,Credit card,557.98,4.76,32.93,6.2,59.0,0.0,15.0,19,Good,Mouse
182-51-3430,C,Yangon,Normal,FEMALE,Sports and travel,62.85,6,33.01,846.08,2021-02-02,16:26,Credit card,813.53,4.76,30.53,7.2,,0.0,20.0,2,Good,Water Bottle
167-26-5505,C,Mandalay,Member,Female,Home and lifestyle,50.95,5,,645.55,2021-01-05,9:20,Ewallet,236.49,4.76,15.71,5.6,38.0,0.0,,18,Poor,Cushion
739-91-9984,C,Yangon,Member,FEMALE,Health and beauty,70.32,5,10.83,210.03,2021-01-02,15:16,Cash,817.1,4.76,28.3,7.1,31.0,23.67,,87,good,Shampoo
829-51-7240,B,Mandalay,Member,Female,Home and lifestyle,66.14,2,3.91,872.23,2021-01-05,11:00,CASH,89.09,4.76,48.56,8.0,44.0,0.0,9.0,20,EXCELLENT,Chair
711-77-5831,A,Yangon,Normal,Male,Health and beauty,33.86,9,41.02,326.55,2021-01-02,13:20,CASH,620.98,4.76,34.18,4.3,50.0,0.0,60.0,93,Good,Shampoo
564-74-8048,C,Yangon,Normal,male,Food and beverages,97.0,8,38.11,134.14,2021-01-01,15:55,Cash,192.64,4.76,14.25,9.2,,6.57,,90,Poor,Biscuits
201-99-2874,B,Naypyitaw,Member,male,Fashion accessories,88.42,6,4.05,961.75,2021-02-02,14:31,CASH,169.69,4.76,17.9,8.4,,0.0,3.0,83,EXCELLENT,Scarf
973-93-4522,A,Yangon,Member,Male,Electronic accessories,26.85,10,40.48,279.23,2021-04-02,16:21,cash,903.78,4.76,34.91,7.2,,0.0,,96,EXCELLENT,Mouse
540-67-4743,B,Yangon,Normal,male,Food and beverages,26.66,10,30.89,519.81,2021-01-02,17:57,CASH,189.06,4.76,29.63,7.0,36.0,0.0,,0,very good,Biscuits
523-53-8430,A,Naypyitaw,Member,FEMALE,Food and beverages,77.23,6,40.57,460.85,2021-01-02,9:36,CASH,100.17,4.76,18.19,6.3,,0.0,1.0,10,Good,Biscuits
508-63-2557,B,Yangon,Member,Male,Electronic accessories,64.36,7,4.47,149.93,2021-01-02,16:50,Cash,719.25,4.76,19.73,7.8,,0.0,6.0,92,good,Keyboard
420-64-6120,B,Naypyitaw,Member,FEMALE,Home and lifestyle,88.45,9,37.23,850.21,2021-01-08,13:49,CASH,500.45,4.76,7.44,8.1,,0.0,41.0,62,Excellent,Cushion
781-42-7132,B,Yangon,Normal,Female,Electronic accessories,19.57,7,44.49,909.49,2021-06-02,14:14,cash,868.76,4.76,6.21,7.9,,10.62,,46,Good,Headphones
256-97-8770,B,Mandalay,Normal,male,Health and beauty,58.09,4,7.34,362.39,2021-07-02,12:50,Ewallet,133.64,4.76,33.7,8.5,,5.96,,38,very good,Lotion
168-21-2398,B,Naypyitaw,Member,FEMALE,Health and beauty,10.53,5,6.1,288.69,2021-01-08,17:51,Ewallet,372.69,4.76,16.66,4.3,24.0,0.0,,46,Good,Toothpaste
195-65-2582,C,Mandalay,Member,male,Food and beverages,20.5,2,12.04,62.28,2021-07-02,18:01,Credit card,171.36,4.76,46.58,9.1,,0.0,10.0,34,very good,Juice
862-57-3131,C,Naypyitaw,Normal,Female,Sports and travel,25.46,10,24.4,511.27,2021-04-02,15:08,Cash,430.6,4.76,29.49,7.5,62.0,0.0,,8,Excellent,Backpack
669-17-6400,A,Yangon,Member,male,Fashion accessories,52.94,2,43.95,260.32,2021-05-02,12:54,CASH,413.78,4.76,42.24,4.9,,0.0,,50,Poor,Sunglasses
786-25-7730,C,Naypyitaw,Normal,Female,Fashion accessories,72.26,3,46.63,302.47,2021-01-01,14:16,CASH,489.54,4.76,9.37,7.1,,0.0,,35,Poor,Sunglasses
462-95-7929,B,Yangon,Member,Male,Health and beauty,88.19,7,,834.95,2021-01-07,15:56,cash,399.35,4.76,22.06,5.2,,0.0,,67,Excellent,Soap
988-16-5712,B,Mandalay,Member,male,Food and beverages,96.92,1,10.61,626.31,2021-01-02,15:50,Credit card,852.14,4.76,44.16,4.3,,10.6,40.0,63,Good,Biscuits
714-49-6761,C,Yangon,Normal,Male,Sports and travel,64.17,10,19.59,626.3,2021-01-09,11:54,Ewallet,125.66,4.76,49.68,9.6,,0.0,22.0,79,Excellent,Travel Pillow
206-83-9313,A,Naypyitaw,Normal,Female,Electronic accessories,53.81,7,1.89,684.18,2021-02-02,19:11,Ewallet,566.22,4.76,35.45,6.5,,0.0,10.0,17,Excellent,Keyboard
317-29-8900,A,Yangon,Normal,Male,Sports and travel,65.66,6,19.97,152.41,2021-05-02,15:21,CASH,518.37,4.76,36.89,6.7,,0.0,53.0,84,EXCELLENT,Backpack
329-23-6736,A,Naypyitaw,Member,FEMALE,Home and lifestyle,97.65,3,7.14,660.54,2021-01-03,20:18,Credit card,271.17,4.76,40.31,,35.0,0.0,,89,Excellent,Cushion
965-81-7022,C,Yangon,Member,Male,Food and beverages,42.47,10,27.93,140.17,2021-01-08,9:06,Ewallet,524.26,4.76,44.36,,,0.0,,8,good,Biscuits
217-45-4705,B,Yangon,Normal,FEMALE,Food and beverages,70.64,2,6.78,276.68,2021-06-02,15:40,Ewallet,388.31,4.76,13.51,4.2,,0.0,40.0,7,Good,Juice
926-64-1430,A,Mandalay,Normal,Female,Food and beverages,72.13,9,45.27,723.84,2021-01-04,14:38,Credit card,939.72,4.76,28.24,9.2,42.0,0.0,,34,very good,Snacks
723-94-5381,A,Naypyitaw,Member,Female,Health and beauty,45.55,6,17.81,824.52,2021-08-02,18:22,cash,720.07,4.76,39.77,6.7,,0.0,,51,good,Soap
129-33-5477,A,Mandalay,Member,male,Fashion accessories,37.24,5,12.67,87.87,2021-03-02,12:59,Ewallet,800.2,4.76,45.51,7.2,,0.0,0.0,53,very good,Belt
819-49-6567,B,Naypyitaw,Normal,FEMALE,Home and lifestyle,21.26,8,1.49,468.23,2021-01-04,9:00,Credit card,649.82,4.76,26.17,6.5,25.0,0.0,,16,good,Cushion
459-10-3972,B,Naypyitaw,Member,male,Sports and travel,11.25,3,37.88,870.24,2021-04-02,20:59,Cash,69.17,4.76,21.64,9.2,,24.34,8.0,59,EXCELLENT,Sneakers
990-28-7566,A,Naypyitaw,Member,male,Electronic accessories,20.07,3,27.27,428.76,2021-01-07,19:27,Credit card,387.21,4.76,11.48,5.8,55.0,0.0,,40,Excellent,Power Bank
171-28-1502,B,Mandalay,Member,Female,Fashion accessories,11.43,1,,757.17,2021-05-02,11:54,CASH,554.42,4.76,19.59,8.5,46.0,0.0,,83,Poor,Scarf
193-77-4524,A,Mandalay,Member,Male,Sports and travel,97.35,5,43.79,912.68,2021-01-09,11:07,Ewallet,492.28,4.76,3.88,,29.0,0.0,35.0,94,Excellent,Travel Pillow
485-63-8432,C,Mandalay,Member,Female,Home and lifestyle,87.31,2,3.79,221.7,2021-09-02,11:09,Ewallet,887.84,4.76,1.47,6.7,59.0,0.0,,2,EXCELLENT,Table Cover
449-30-7062,A,Mandalay,Normal,Female,Sports and travel,28.83,10,22.49,362.51,2021-01-07,13:11,Ewallet,436.86,4.76,26.75,8.0,,0.0,,99,Good,Travel Pillow
419-51-2391,C,Mandalay,Member,Male,Home and lifestyle,68.38,4,16.39,441.54,2021-04-02,16:27,Credit card,512.46,4.76,16.29,9.7,42.0,0.0,,12,good,Curtain
153-29-3579,B,Mandalay,Member,FEMALE,Health and beauty,68.48,7,44.63,,2021-01-05,16:44,Ewallet,254.99,4.76,13.68,7.9,40.0,0.0,41.0,45,EXCELLENT,Shampoo
872-89-1815,A,Yangon,Member,FEMALE,Home and lifestyle,49.22,6,7.36,896.4,2021-01-08,19:30,Cash,318.58,4.76,26.05,4.5,,0.0,58.0,21,very good,Chair
790-20-5458,B,Mandalay,Member,Male,Home and lifestyle,66.35,4,33.22,698.86,2021-01-02,13:25,Ewallet,331.11,4.76,12.31,4.0,,0.0,35.0,51,Excellent,Lamp
553-94-7947,A,Mandalay,Normal,Male,Home and lifestyle,81.1,4,4.74,967.31,2021-07-02,11:48,Cash,707.81,4.76,41.22,8.1,,0.0,39.0,87,very good,Chair
597-87-8242,C,Naypyitaw,Normal,male,Home and lifestyle,27.18,1,11.09,794.52,2021-01-01,14:39,Cash,386.7,4.76,28.32,9.3,65.0,0.0,,87,Excellent,Cushion
524-44-4531,B,Naypyitaw,Normal,Male,Sports and travel,37.08,3,40.86,714.15,2021-02-02,10:24,Credit card,399.59,4.76,5.34,4.7,,7.55,,73,Excellent,Backpack
873-75-2864,B,Naypyitaw,Normal,Male,Food and beverages,51.71,7,43.08,780.18,2021-05-02,9:06,CASH,900.07,4.76,28.66,6.4,43.0,0.0,35.0,57,Poor,Juice
453-65-2816,A,Mandalay,Normal,male,Health and beauty,52.66,3,15.83,580.55,2021-07-02,10:11,cash,397.35,4.76,29.02,7.3,,12.92,,32,very good,Face Wash
390-96-8972,B,Naypyitaw,Member,FEMALE,Electronic accessories,11.96,9,28.02,665.87,2021-07-02,13:45,cash,315.93,4.76,25.04,9.0,,0.0,9.0,35,Excellent,Power Bank
639-95-6053,C,Yangon,Member,Male,Fashion accessories,24.95,7,12.97,765.65,2021-04-02,10:05,Cash,715.73,4.76,31.37,4.7,29.0,0.0,5.0,21,EXCELLENT,Belt
146-38-7475,C,Yangon,Member,Male,Sports and travel,23.72,6,16.62,213.46,2021-06-02,14:58,Credit card,578.13,4.76,28.8,,62.0,0.0,,6,EXCELLENT,Travel Pillow
713-17-1125,A,Naypyitaw,Member,male,Fashion accessories,73.23,7,6.11,134.43,2021-04-02,17:52,Credit card,696.28,4.76,5.2,5.1,63.0,0.0,,29,good,Scarf
309-48-4460,A,Naypyitaw,Normal,Male,Sports and travel,96.75,5,21.13,561.32,2021-04-02,13:34,Credit card,230.29,4.76,15.74,5.2,54.0,0.0,,92,Excellent,Sneakers
885-27-5186,B,Mandalay,Normal,male,Sports and travel,52.43,4,24.82,967.61,2021-01-09,17:40,cash,635.82,4.76,3.47,5.6,23.0,0.0,,50,Excellent,Tent
396-51-2965,C,Naypyitaw,Normal,Female,Home and lifestyle,87.38,9,45.69,340.54,2021-01-02,15:03,cash,132.85,4.76,28.99,6.0,,0.0,58.0,7,EXCELLENT,Cushion
107-73-8055,B,Naypyitaw,Normal,male,Electronic accessories,62.67,3,26.53,135.91,2021-01-07,9:48,CASH,159.64,4.76,36.58,7.8,,0.0,1.0,61,EXCELLENT,Mouse
279-26-7229,C,Naypyitaw,Member,Female,Fashion accessories,28.12,10,28.1,640.71,2021-01-08,17:00,Credit card,885.75,4.76,26.93,5.5,31.0,0.96,2.0,68,Good,Belt
645-39-9196,C,Naypyitaw,Member,Female,Sports and travel,61.25,1,36.52,768.74,2021-09-02,10:30,cash,773.97,4.76,41.37,8.1,,0.0,,98,good,Backpack
672-95-6802,A,Mandalay,Normal,male,Fashion accessories,85.05,5,2.76,863.18,2021-01-03,18:33,Credit card,194.72,4.76,44.79,9.4,,0.0,,43,Poor,Sunglasses
173-60-1693,B,Mandalay,Normal,male,Sports and travel,14.58,3,22.57,370.15,2021-01-04,15:30,cash,207.84,4.76,48.75,,,0.0,,37,very good,Sneakers
546-12-8532,C,Naypyitaw,Member,male,Electronic accessories,10.71,8,47.7,393.39,2021-01-01,20:31,cash,45.74,4.76,20.26,,28.0,0.0,26.0,94,good,Power Bank
179-50-8033,A,Yangon,Normal,FEMALE,Food and beverages,66.74,5,,210.12,2021-02-02,17:08,CASH,664.96,4.76,48.14,8.9,,0.0,54.0,69,good,Tea
687-61-7843,C,Mandalay,Member,Male,Food and beverages,74.18,4,14.24,,2021-01-08,12:55,Credit card,71.83,4.76,31.64,4.9,25.0,0.0,56.0,24,EXCELLENT,Biscuits
396-24-7636,A,Yangon,Normal,male,Health and beauty,98.15,4,15.72,345.0,2021-01-06,10:11,Credit card,180.05,4.76,41.85,9.3,,0.0,16.0,25,Good,Face Wash
121-51-3815,A,Mandalay,Member,Female,Electronic accessories,86.38,1,3.93,660.19,2021-01-02,18:38,Ewallet,262.7,4.76,39.49,7.6,54.0,22.74,51.0,1,Poor,Mouse
920-89-8538,A,Mandalay,Member,Female,Electronic accessories,76.34,10,19.81,581.93,2021-08-02,14:28,Credit card,229.6,4.76,49.0,9.6,,0.0,44.0,73,good,Charger
951-98-6928,B,Naypyitaw,Normal,male,Home and lifestyle,63.63,3,,637.55,2021-01-09,9:59,Ewallet,924.77,4.76,14.65,5.3,,0.0,,47,very good,Table Cover
190-65-2734,A,Mandalay,Normal,Male,Sports and travel,59.89,7,22.76,138.7,2021-04-02,13:28,cash,288.89,4.76,14.18,4.1,,0.0,,64,very good,Water Bottle
349-65-7560,A,Mandalay,Member,Male,Food and beverages,36.17,3,19.59,918.96,2021-01-06,11:45,Credit card,476.75,4.76,22.42,5.6,35.0,0.0,40.0,63,EXCELLENT,Biscuits
636-20-7484,C,Mandalay,Normal,Male,Home and lifestyle,53.87,2,27.09,859.6,2021-04-02,15:50,CASH,500.19,4.76,23.0,8.9,31.0,14.7,27.0,18,EXCELLENT,Table Cover
991-49-6562,A,Naypyitaw,Normal,Female,Health and beauty,53.75,8,2.53,373.16,2021-07-02,13:54,cash,839.58,4.76,47.58,4.4,60.0,0.0,44.0,30,good,Face Wash
326-52-3754,C,Naypyitaw,Normal,male,Food and beverages,63.19,1,46.92,176.38,2021-01-06,11:40,Credit card,740.69,4.76,25.7,7.9,,9.44,,88,Good,Tea
178-75-2868,C,Naypyitaw,Normal,male,Sports and travel,65.03,9,37.97,852.76,2021-01-01,15:04,cash,674.02,4.76,6.75,4.8,61.0,0.0,6.0,71,Poor,Travel Pillow
643-75-4176,B,Mandalay,Normal,male,Health and beauty,71.08,10,41.58,882.64,2021-01-05,11:46,cash,132.96,4.76,29.13,5.5,,20.01,21.0,27,Excellent,Shampoo
894-54-6752,A,Yangon,Member,Female,Health and beauty,83.5,3,37.91,632.75,2021-01-03,10:58,CASH,463.37,4.76,26.86,9.1,,0.14,,50,Excellent,Face Wash
844-92-3419,A,Yangon,Normal,male,Sports and travel,53.91,7,2.34,357.64,2021-01-03,11:03,CASH,595.8,4.76,16.61,5.9,54.0,0.0,14.0,68,Good,Water Bottle
341-23-3399,C,Naypyitaw,Normal,Female,Fashion accessories,74.29,2,31.45,834.83,2021-03-02,12:33,cash,171.15,4.76,22.15,5.3,,0.0,33.0,90,Poor,Sunglasses
362-35-3842,B,Yangon,Normal,Female,Home and lifestyle,57.55,8,39.35,197.26,2021-01-02,13:14,Cash,729.52,4.76,8.25,5.5,22.0,0.0,46.0,82,Excellent,Table Cover
716-29-2234,A,Yangon,Member,Male,Sports and travel,47.98,10,37.87,75.04,2021-01-04,20:48,cash,571.08,4.76,42.93,8.2,,0.0,22.0,1,Poor,Tent
281-90-9095,B,Naypyitaw,Normal,male,Electronic accessories,38.43,7,28.11,710.33,2021-04-02,16:21,Ewallet,576.54,4.76,9.24,8.7,,3.3,,54,Excellent,Keyboard
575-82-8354,C,Mandalay,Member,male,Food and beverages,15.72,2,46.69,881.38,2021-01-05,12:27,Credit card,593.93,4.76,49.9,5.7,,0.0,,6,Good,Juice
797-82-6295,A,Naypyitaw,Normal,FEMALE,Sports and travel,90.36,7,49.55,820.95,2021-03-02,14:44,Ewallet,559.34,4.76,10.77,,24.0,0.0,,11,Excellent,Backpack
984-90-6179,B,Mandalay,Member,Male,Fashion accessories,47.54,8,21.77,331.95,2021-01-07,18:46,Cash,514.7,4.76,36.62,6.4,18.0,0.0,,33,EXCELLENT,Scarf
254-66-2118,A,Naypyitaw,Normal,Female,Food and beverages,52.6,2,38.68,864.65,2021-01-06,15:55,Ewallet,629.55,4.76,34.63,9.0,,0.0,,42,Excellent,Coffee
580-66-5961,A,Yangon,Member,Male,Electronic accessories,54.53,2,48.05,467.0,2021-01-07,17:03,Credit card,502.59,4.76,37.38,7.3,,0.69,,57,Excellent,Headphones
915-45-1920,B,Naypyitaw,Member,FEMALE,Electronic accessories,94.51,9,49.64,998.45,2021-01-03,16:35,Credit card,213.23,4.76,43.44,9.2,,0.0,,76,EXCELLENT,Keyboard
460-74-2215,A,Yangon,Normal,Male,Electronic accessories,41.21,10,45.48,226.76,2021-01-03,14:52,Credit card,706.53,4.76,18.6,10.0,,0.0,,19,good,Charger
417-69-8404,C,Naypyitaw,Normal,Male,Sports and travel,72.78,10,34.45,429.64,2021-01-07,19:10,Cash,48.31,4.76,17.11,6.2,51.0,0.0,35.0,29,Excellent,Tent
138-17-7041,A,Mandalay,Normal,FEMALE,Home and lifestyle,11.87,2,49.94,907.23,2021-09-02,14:16,CASH,231.79,4.76,44.05,6.4,,0.0,0.0,17,Poor,Table Cover
951-46-2257,A,Mandalay,Member,Male,Food and beverages,35.92,3,15.5,298.42,2021-01-08,17:11,Cash,427.43,4.76,38.31,5.2,,4.18,30.0,51,Excellent,Snacks
760-21-9307,B,Mandalay,Normal,Male,Sports and travel,27.3,7,2.89,395.77,2021-01-08,13:08,CASH,407.04,4.76,1.1,6.6,,0.0,42.0,62,Poor,Travel Pillow
493-69-1672,B,Mandalay,Member,FEMALE,Health and beauty,40.95,3,14.17,459.75,2021-05-02,10:42,Credit card,708.5,4.76,2.01,8.8,,0.0,,9,Excellent,Face Wash
560-83-4084,B,Mandalay,Normal,FEMALE,Home and lifestyle,30.89,2,33.0,929.23,2021-01-05,17:44,CASH,715.52,4.76,27.88,7.7,33.0,0.0,,34,good,Table Cover
429-87-8792,A,Mandalay,Member,Female,Food and beverages,29.77,9,1.6,563.35,2021-07-02,12:32,Credit card,679.73,4.76,19.47,5.7,,0.0,,94,good,Snacks
613-29-2013,B,Naypyitaw,Normal,FEMALE,Home and lifestyle,91.82,1,33.38,708.54,2021-09-02,14:56,CASH,87.4,4.76,39.87,,30.0,0.0,13.0,84,Good,Lamp
561-23-6626,A,Yangon,Normal,male,Sports and travel,40.52,9,42.53,836.08,2021-01-02,13:23,Cash,350.01,4.76,37.45,5.9,50.0,0.0,7.0,68,Good,Water Bottle
831-20-9266,C,Naypyitaw,Member,male,Food and beverages,64.19,9,1.85,805.78,2021-01-01,13:03,Credit card,210.97,4.76,49.71,9.8,37.0,0.0,54.0,43,Poor,Tea
761-32-1641,C,Naypyitaw,Member,male,Fashion accessories,85.82,9,,141.79,2021-08-02,9:43,Ewallet,178.39,4.76,23.22,8.0,,22.75,,64,good,Handbag
353-66-8199,A,Naypyitaw,Normal,Female,Sports and travel,69.13,9,,986.23,2021-01-03,15:16,cash,339.73,4.76,30.09,8.5,31.0,0.0,,90,Excellent,Water Bottle
636-76-3600,A,Yangon,Normal,Male,Electronic accessories,21.8,2,32.25,558.59,2021-01-09,13:41,CASH,530.45,4.76,31.0,5.1,,0.0,60.0,12,very good,Mouse
472-57-5634,C,Mandalay,Normal,FEMALE,Health and beauty,36.41,4,21.02,834.98,2021-01-04,14:18,Ewallet,203.47,4.76,1.16,5.1,,0.0,,79,EXCELLENT,Shampoo
496-62-6543,C,Naypyitaw,Member,Female,Health and beauty,74.02,2,4.9,380.93,2021-01-04,19:29,Credit card,118.65,4.76,26.53,7.4,62.0,0.0,,81,good,Shampoo
795-86-1857,A,Naypyitaw,Normal,Male,Electronic accessories,96.38,10,28.02,977.67,2021-01-06,14:47,Credit card,326.02,4.76,38.64,6.3,,0.0,16.0,58,Excellent,Keyboard
908-90-6482,C,Yangon,Member,FEMALE,Home and lifestyle,84.98,1,22.58,262.77,2021-05-02,11:55,CASH,72.7,4.76,28.84,9.8,,0.0,,0,Poor,Chair
